audit_unit_sequence,audit_unit_id,audit_priority,evidence_route,profile_count,markets,normalized_source_domain,profile_keys,titles,addresses,observed_categories,source_website_urls,source_phones,direct_profile_evidence_urls,official_site_search_urls,profile_search_urls,decision_boundary
149,eligibility_review_block:fb16e77201fa99ba,2,direct_website_singleton,1,NYC_NY_L,www.medicalorthodontics.org,google:cid:6815302961615898188,Medical Orthodontics,"45 Park Ave PH 01, New York, NY 10016",Medical spa,http://www.medicalorthodontics.org/,+1212-779-8442,https://www.google.com/maps?cid=6815302961615898188,https://www.google.com/search?q=site%3Awww.medicalorthodontics.org+%22Medical+Orthodontics%22+dental+dentist+patients,https://www.google.com/search?q=%22Medical+Orthodontics%22+%2245+Park+Ave+PH+01%2C+New+York%2C+NY+10016%22+%22%2B1212-779-8442%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
150,eligibility_review_block:5627fefc69762b1a,2,direct_website_singleton,1,FortBragg_CA_S,www.mendocinocoasteyecare.com,google:cid:17036417683359244779,"J. Kyle Smith, OD","450 N McPherson St, Fort Bragg, CA 95437",Optometrist,http://www.mendocinocoasteyecare.com/,+1707-964-5927,https://www.google.com/maps?cid=17036417683359244779,https://www.google.com/search?q=site%3Awww.mendocinocoasteyecare.com+%22J.+Kyle+Smith%2C+OD%22+dental+dentist+patients,https://www.google.com/search?q=%22J.+Kyle+Smith%2C+OD%22+%22450+N+McPherson+St%2C+Fort+Bragg%2C+CA+95437%22+%22%2B1707-964-5927%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
151,eligibility_review_block:c09be474f1284d24,2,direct_website_singleton,1,NYC_NY_L,www.mhhc.org,google:cid:13390369086248022341,Morris Heights Health Center,"85 W Burnside Ave, Bronx, NY 10453",Medical Center,https://www.mhhc.org/,+1718-716-4400,https://www.google.com/maps?cid=13390369086248022341,https://www.google.com/search?q=site%3Awww.mhhc.org+%22Morris+Heights+Health+Center%22+dental+dentist+patients,https://www.google.com/search?q=%22Morris+Heights+Health+Center%22+%2285+W+Burnside+Ave%2C+Bronx%2C+NY+10453%22+%22%2B1718-716-4400%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
152,eligibility_review_block:b258b5e8e399eb66,2,direct_website_singleton,1,LA_CA_L,www.millenniumhealthcenters.com,google:cid:8342031488362629794,Millennium Health Group,"16661 Ventura Blvd #716, Encino, CA 91436",Alternative medicine practitioner,http://www.millenniumhealthcenters.com/,+1818-990-1166,https://www.google.com/maps?cid=8342031488362629794,https://www.google.com/search?q=site%3Awww.millenniumhealthcenters.com+%22Millennium+Health+Group%22+dental+dentist+patients,https://www.google.com/search?q=%22Millennium+Health+Group%22+%2216661+Ventura+Blvd+%23716%2C+Encino%2C+CA+91436%22+%22%2B1818-990-1166%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
153,eligibility_review_block:03630f4f40fbfee8,2,direct_website_singleton,1,LA_CA_L,www.mobile3dadvantage.com,google:cid:539673608057027857,Mobile 3D Advantage,"10315 Los Alamitos Blvd, Los Alamitos, CA 90720",X-ray lab,https://www.mobile3dadvantage.com/,+1949-282-0083,https://www.google.com/maps?cid=539673608057027857,https://www.google.com/search?q=site%3Awww.mobile3dadvantage.com+%22Mobile+3D+Advantage%22+dental+dentist+patients,https://www.google.com/search?q=%22Mobile+3D+Advantage%22+%2210315+Los+Alamitos+Blvd%2C+Los+Alamitos%2C+CA+90720%22+%22%2B1949-282-0083%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
154,eligibility_review_block:f70ed30abd1f6c7a,2,direct_website_singleton,1,NYC_NY_L,www.montefiore.org,google:cid:18397791011711702157,Montefiore Janice A Simpson,"1625 Poplar St, Bronx, NY 10461",Medical clinic,http://www.montefiore.org/,+1866-662-9729,https://www.google.com/maps?cid=18397791011711702157,https://www.google.com/search?q=site%3Awww.montefiore.org+%22Montefiore+Janice+A+Simpson%22+dental+dentist+patients,https://www.google.com/search?q=%22Montefiore+Janice+A+Simpson%22+%221625+Poplar+St%2C+Bronx%2C+NY+10461%22+%22%2B1866-662-9729%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
155,eligibility_review_block:8eb204c9b069280e,2,direct_website_singleton,1,SanFrancisco_CA_L,www.nativehealth.org,google:cid:12201026490335252961,Native American Health Center - 160 Capp St,"160 Capp St, San Francisco, CA 94110",Medical clinic,http://www.nativehealth.org/,+1415-417-3500,https://www.google.com/maps?cid=12201026490335252961,https://www.google.com/search?q=site%3Awww.nativehealth.org+%22Native+American+Health+Center+-+160+Capp+St%22+dental+dentist+patients,https://www.google.com/search?q=%22Native+American+Health+Center+-+160+Capp+St%22+%22160+Capp+St%2C+San+Francisco%2C+CA+94110%22+%22%2B1415-417-3500%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
156,eligibility_review_block:96aff60da7afb43a,2,direct_website_singleton,1,SanFrancisco_CA_L,www.nemspace.org,google:cid:14242845636480544373,NEMS PACE San Francisco Chinatown Center,"728 Pacific Ave Ste 200, San Francisco, CA 94133",Community health center,https://www.nemspace.org/,+1888-981-8909,https://www.google.com/maps?cid=14242845636480544373,https://www.google.com/search?q=site%3Awww.nemspace.org+%22NEMS+PACE+San+Francisco+Chinatown+Center%22+dental+dentist+patients,https://www.google.com/search?q=%22NEMS+PACE+San+Francisco+Chinatown+Center%22+%22728+Pacific+Ave+Ste+200%2C+San+Francisco%2C+CA+94133%22+%22%2B1888-981-8909%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
157,eligibility_review_block:787b501f5bf87685,2,direct_website_singleton,1,LA_CA_L,www.neobiotechusa.com,google:cid:339669297753351258,Neobiotech USA,"2700 E Foothill Blvd Unit 121, Pasadena, CA 91107",Medical equipment supplier,http://www.neobiotechusa.com/,+1213-387-7704,https://www.google.com/maps?cid=339669297753351258,https://www.google.com/search?q=site%3Awww.neobiotechusa.com+%22Neobiotech+USA%22+dental+dentist+patients,https://www.google.com/search?q=%22Neobiotech+USA%22+%222700+E+Foothill+Blvd+Unit+121%2C+Pasadena%2C+CA+91107%22+%22%2B1213-387-7704%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
158,eligibility_review_block:b7d7081bc212d943,2,direct_website_singleton,1,LA_CA_L,www.nevhc.org,google:cid:3096215368823140089,Northeast Valley Health Corporation (San Fernando Health Center),"1600 San Fernando Rd, San Fernando, CA 91340",Medical clinic,http://www.nevhc.org/,+1818-365-8086,https://www.google.com/maps?cid=3096215368823140089,https://www.google.com/search?q=site%3Awww.nevhc.org+%22Northeast+Valley+Health+Corporation+%28San+Fernando+Health+Center%29%22+dental+dentist+patients,https://www.google.com/search?q=%22Northeast+Valley+Health+Corporation+%28San+Fernando+Health+Center%29%22+%221600+San+Fernando+Rd%2C+San+Fernando%2C+CA+91340%22+%22%2B1818-365-8086%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
159,eligibility_review_block:2653e847e6824843,2,direct_website_singleton,1,Macon_GA_M,www.northcentralhealthdistrict.org,google:cid:135096128598810680,North Central Health District,"201 2nd St, Macon, GA 31201",State government office,http://www.northcentralhealthdistrict.org/,+1478-751-6303,https://www.google.com/maps?cid=135096128598810680,https://www.google.com/search?q=site%3Awww.northcentralhealthdistrict.org+%22North+Central+Health+District%22+dental+dentist+patients,https://www.google.com/search?q=%22North+Central+Health+District%22+%22201+2nd+St%2C+Macon%2C+GA+31201%22+%22%2B1478-751-6303%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
160,eligibility_review_block:378cfb7193162fc7,2,direct_website_singleton,1,Eureka_CA_S,www.northcoastclinics.org,google:cid:1858770223063797444,North Coast Clinics Network,"1036 5th St Ste c, Eureka, CA 95501",Business administration service,http://www.northcoastclinics.org/,+1707-444-6226,https://www.google.com/maps?cid=1858770223063797444,https://www.google.com/search?q=site%3Awww.northcoastclinics.org+%22North+Coast+Clinics+Network%22+dental+dentist+patients,https://www.google.com/search?q=%22North+Coast+Clinics+Network%22+%221036+5th+St+Ste+c%2C+Eureka%2C+CA+95501%22+%22%2B1707-444-6226%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
161,eligibility_review_block:bd676fb32d21ac53,2,direct_website_singleton,1,Buffalo_NY_L,www.ochbuffalo.org,google:cid:7387759025015642405,Oishei Healthy Kids,"1100 Main St, Buffalo, NY 14209",Medical Center,https://www.ochbuffalo.org/care-treatment/Oishei-Healthy-Kids-Health-Home,+1716-370-1000,https://www.google.com/maps?cid=7387759025015642405,https://www.google.com/search?q=site%3Awww.ochbuffalo.org+%22Oishei+Healthy+Kids%22+dental+dentist+patients,https://www.google.com/search?q=%22Oishei+Healthy+Kids%22+%221100+Main+St%2C+Buffalo%2C+NY+14209%22+%22%2B1716-370-1000%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
162,eligibility_review_block:d8943c6ce852d028,2,direct_website_singleton,1,Buffalo_NY_L,www.ochbuffalo.org,google:cid:15791159538290549542,Pediatric Dental – Golisano Children’s Buffalo Outpatient Center (Conventus),"1001 Main St, Buffalo, NY 14203",Medical clinic,https://www.ochbuffalo.org/care-treatment/Craniofacial-Center-of-Western-New-York/,+1716-323-6040,https://www.google.com/maps?cid=15791159538290549542,https://www.google.com/search?q=site%3Awww.ochbuffalo.org+%22Pediatric+Dental+%E2%80%93+Golisano+Children%E2%80%99s+Buffalo+Outpatient+Center+%28Conventus%29%22+dental+dentist+patients,https://www.google.com/search?q=%22Pediatric+Dental+%E2%80%93+Golisano+Children%E2%80%99s+Buffalo+Outpatient+Center+%28Conventus%29%22+%221001+Main+St%2C+Buffalo%2C+NY+14203%22+%22%2B1716-323-6040%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
163,eligibility_review_block:107964ab97cc6dba,2,direct_website_singleton,1,Toccoa_GA_S,www.openarmsclinicga.com,google:cid:1725797652379241771,Open Arms Clinic,"109 Big A Rd, Toccoa, GA 30577",Medical clinic,http://www.openarmsclinicga.com/,+1706-886-0940,https://www.google.com/maps?cid=1725797652379241771,https://www.google.com/search?q=site%3Awww.openarmsclinicga.com+%22Open+Arms+Clinic%22+dental+dentist+patients,https://www.google.com/search?q=%22Open+Arms+Clinic%22+%22109+Big+A+Rd%2C+Toccoa%2C+GA+30577%22+%22%2B1706-886-0940%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
164,eligibility_review_block:4800eb18d564991b,2,direct_website_singleton,1,SanFrancisco_CA_L,www.pacific.edu,google:cid:3964837681164051013,"University of Pacific (UOP), San Francisco","155 5th St #2919, San Francisco, CA 94103",Graduate school,http://www.pacific.edu/San-Francisco-Campus,+1415-400-8222,https://www.google.com/maps?cid=3964837681164051013,https://www.google.com/search?q=site%3Awww.pacific.edu+%22University+of+Pacific+%28UOP%29%2C+San+Francisco%22+dental+dentist+patients,https://www.google.com/search?q=%22University+of+Pacific+%28UOP%29%2C+San+Francisco%22+%22155+5th+St+%232919%2C+San+Francisco%2C+CA+94103%22+%22%2B1415-400-8222%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
165,eligibility_review_block:32c78f498de5b468,2,direct_website_singleton,1,SanFrancisco_CA_L,www.pacific.edu,google:cid:15999424789158348057,"University of the Pacific, Arthur A. Dugoni School of Dentistry","155 5th St, San Francisco, CA 94103",University,http://www.pacific.edu/dental,+1415-929-6501,https://www.google.com/maps?cid=15999424789158348057,https://www.google.com/search?q=site%3Awww.pacific.edu+%22University+of+the+Pacific%2C+Arthur+A.+Dugoni+School+of+Dentistry%22+dental+dentist+patients,https://www.google.com/search?q=%22University+of+the+Pacific%2C+Arthur+A.+Dugoni+School+of+Dentistry%22+%22155+5th+St%2C+San+Francisco%2C+CA+94103%22+%22%2B1415-929-6501%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
166,eligibility_review_block:b239fe801ce6031c,2,direct_website_singleton,1,Eureka_CA_S,www.partnershiphp.org,google:cid:7161334439902583112,Partnership Healthplan Of California,"1036 5th St, Eureka, CA 95501",Government office,http://www.partnershiphp.org/,+1800-863-4155,https://www.google.com/maps?cid=7161334439902583112,https://www.google.com/search?q=site%3Awww.partnershiphp.org+%22Partnership+Healthplan+Of+California%22+dental+dentist+patients,https://www.google.com/search?q=%22Partnership+Healthplan+Of+California%22+%221036+5th+St%2C+Eureka%2C+CA+95501%22+%22%2B1800-863-4155%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
167,eligibility_review_block:3ce0aa1cf632b127,2,direct_website_singleton,1,NYC_NY_L,www.projectrenewal.org,google:cid:13044985527534183180,Project Renewal Fort Washington Men's Shelter,"651 W 168th St, New York, NY 10032",Homeless shelter,http://www.projectrenewal.org/,+1212-740-1780,https://www.google.com/maps?cid=13044985527534183180,https://www.google.com/search?q=site%3Awww.projectrenewal.org+%22Project+Renewal+Fort+Washington+Men%27s+Shelter%22+dental+dentist+patients,https://www.google.com/search?q=%22Project+Renewal+Fort+Washington+Men%27s+Shelter%22+%22651+W+168th+St%2C+New+York%2C+NY+10032%22+%22%2B1212-740-1780%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
168,eligibility_review_block:dc8ab16dcab90fab,2,direct_website_singleton,1,LA_CA_L,www.raddico.com,google:cid:11920906171447464232,Granada Hills Radiology,"10515 Balboa Blvd #240, Granada Hills, CA 91344",X-ray lab,http://www.raddico.com/,+1818-832-3300,https://www.google.com/maps?cid=11920906171447464232,https://www.google.com/search?q=site%3Awww.raddico.com+%22Granada+Hills+Radiology%22+dental+dentist+patients,https://www.google.com/search?q=%22Granada+Hills+Radiology%22+%2210515+Balboa+Blvd+%23240%2C+Granada+Hills%2C+CA+91344%22+%22%2B1818-832-3300%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
169,eligibility_review_block:9c0cf569b6e7adc4,2,direct_website_singleton,1,Buffalo_NY_L,www.rjimmigrationlaw.com,google:cid:13263697866949406865,Richards and Jurusik Immigration Lawyers,"5 Niagara Square, Buffalo, NY 14202",Immigration attorney,https://www.rjimmigrationlaw.com/,+1716-970-4007,https://www.google.com/maps?cid=13263697866949406865,https://www.google.com/search?q=site%3Awww.rjimmigrationlaw.com+%22Richards+and+Jurusik+Immigration+Lawyers%22+dental+dentist+patients,https://www.google.com/search?q=%22Richards+and+Jurusik+Immigration+Lawyers%22+%225+Niagara+Square%2C+Buffalo%2C+NY+14202%22+%22%2B1716-970-4007%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
